hand_kind,hand_value,dealer_upcard,true_count_bucket,best_action,best_action_value,visits
hard,8,8,2,HIT,-0.17045454545454547,93
hard,8,8,3,STAND,-0.42424242424242414,76
hard,8,8,4,DOUBLE,-0.2608695652173913,26
hard,8,8,5,HIT,0.5,11
hard,8,8,6,STAND,-0.5714285714285714,16
hard,8,9,-6,HIT,-0.14285714285714282,15
hard,8,9,-5,DOUBLE,0.6666666666666667,15
hard,8,9,-4,DOUBLE,-0.5,24
hard,8,9,-3,STAND,-0.5333333333333332,44
hard,8,9,-2,STAND,-0.5142857142857143,72
hard,8,9,-1,STAND,-0.588235294117647,101
hard,8,9,0,STAND,-0.462686567164179,204
hard,8,9,1,STAND,-0.6287425149700604,171
hard,8,9,2,DOUBLE,-0.736842105263158,79
hard,8,9,3,STAND,-0.4736842105263156,40
hard,8,9,4,STAND,-0.6,32
hard,8,9,5,DOUBLE,0.0,14
hard,8,9,6,STAND,-0.375,18
hard,8,10,-6,HIT,-0.5555555555555555,87
hard,8,10,-5,STAND,-0.5636363636363635,57
hard,8,10,-4,STAND,-0.6435643564356432,107
hard,8,10,-3,HIT,-0.380952380952381,133
hard,8,10,-2,HIT,-0.3791469194312797,276
hard,8,10,-1,HIT,-0.26315789473684215,465
hard,8,10,0,HIT,-0.21510883482714466,845
hard,8,10,1,HIT,-0.25761124121779866,573
hard,8,10,2,HIT,-0.2549019607843137,265
hard,8,10,3,HIT,-0.40540540540540543,175
hard,8,10,4,HIT,-0.44047619047619063,87
hard,8,10,5,STAND,-0.4603174603174603,65
hard,8,10,6,STAND,-0.4864864864864863,77
hard,8,11,-6,STAND,-0.75,10
hard,8,11,-5,HIT,-0.6,12
hard,8,11,-4,STAND,-0.8461538461538461,15
hard,8,11,-3,STAND,-0.6551724137931035,31
hard,8,11,-2,STAND,-0.7666666666666667,63
hard,8,11,-1,STAND,-0.6595744680851062,97
hard,8,11,0,HIT,0.11111111111111108,140
hard,8,11,1,STAND,-0.6388888888888887,75
hard,8,11,2,STAND,-1.0,53
hard,8,11,3,STAND,-0.7777777777777778,20
hard,8,11,4,STAND,-0.5714285714285714,16
hard,8,11,5,DOUBLE,-0.49999999999999994,10
hard,8,11,6,STAND,-1.0,7
hard,9,2,-6,HIT,0.1538461538461539,26
hard,9,2,-5,HIT,-0.5,12
hard,9,2,-4,STAND,0.03225806451612903,35
hard,9,2,-3,DOUBLE,-0.5454545454545454,47
hard,9,2,-2,HIT,0.18750000000000006,94
hard,9,2,-1,HIT,0.11805555555555557,152
hard,9,2,0,HIT,0.12411347517730503,303
hard,9,2,1,DOUBLE,0.08230452674897111,250
hard,9,2,2,STAND,-0.25000000000000006,136
hard,9,2,3,DOUBLE,0.08219178082191754,79
hard,9,2,4,HIT,0.3142857142857141,37
hard,9,2,5,HIT,-0.05000000000000001,26
hard,9,2,6,HIT,-0.1428571428571428,30
hard,9,3,-6,DOUBLE,0.1538461538461538,15
hard,9,3,-5,HIT,0.10000000000000003,21
hard,9,3,-4,DOUBLE,0.8,38
hard,9,3,-3,HIT,-0.09756097560975613,47
hard,9,3,-2,STAND,-0.15492957746478875,75
hard,9,3,-1,HIT,0.08108108108108109,152
hard,9,3,0,DOUBLE,0.02255639097744363,277
hard,9,3,1,HIT,0.12403100775193794,274
hard,9,3,2,HIT,0.030303030303030318,137
hard,9,3,3,HIT,0.22807017543859645,80
hard,9,3,4,HIT,0.4054054054054054,41
hard,9,3,5,HIT,0.4800000000000001,26
hard,9,3,6,DOUBLE,0.41666666666666674,27
hard,9,4,-6,STAND,-0.19999999999999998,23
hard,9,4,-5,HIT,-0.2105263157894737,21
hard,9,4,-4,DOUBLE,0.38095238095238093,25
hard,9,4,-3,DOUBLE,0.1052631578947369,46
hard,9,4,-2,HIT,0.26666666666666655,91
hard,9,4,-1,DOUBLE,0.31205673758865254,162
hard,9,4,0,HIT,0.05782312925170062,304
hard,9,4,1,HIT,0.14736842105263165,297
hard,9,4,2,HIT,0.25641025641025644,127
hard,9,4,3,STAND,-0.29292929292929293,101
hard,9,4,4,STAND,-0.2,41
hard,9,4,5,DOUBLE,0.6956521739130435,26
